student_id,DOB,gender,district,city,ethnicity,feeder_id
8044,1/3/1996,M,BELIZE,BELIZE CITY,Mestizo,152
8064,3/21/1999,M,ORANGE WALK,-,Mestizo,117
8071,9/17/2002,M,CAYO,BELMOPAN CITY,Mestizo,164
8082,10/13/2003,M,CAYO,BELMOPAN CITY,Mestizo,164
8092,6/5/2003,M,TOLEDO,-,Other,164
8096,2/19/2003,M,STANN CREEK,DANGRIGA TOWN,Mestizo,155
8109,3/31/2003,M,STANN CREEK,DANGRIGA TOWN,Other,164
8121,3/24/1991,M,BELIZE,BELIZE CITY,Creole,152
8133,6/23/2000,M,BELIZE,BELIZE CITY,Creole,152
8154,12/22/2002,F,BELIZE,Belize,Garifuna,152
8160,8/1/2002,M,ORANGE WALK,ORANGE WALK TOWN,Creole,164
8170,7/22/2001,F,BELIZE,BELIZE CITY,Mestizo,152
8191,10/14/1999,M,COROZAL,-,Creole,164
8200,2/15/2002,M,STANN CREEK,-,Mayan,169
8220,4/4/2002,M,BELIZE,-,Creole,152
8232,2/17/1985,M,CAYO,SAN IGNACIO,Mestizo,143
8235,8/6/2002,M,ORANGE WALK,ORANGE WALK TOWN,Mestizo,117
8244,10/13/2003,M,COROZAL,COROZAL TOWN,Mestizo,172
8254,3/21/2003,F,BELIZE,BELIZE CITY,East Indian,152
8266,7/14/1982,M,BELIZE,BELIZE CITY,Creole,167
8273,6/23/1972,M,BELIZE,CAYO,Unknown,152
8304,8/12/1967,F,BELIZE,BELIZE CITY,Creole,152
8311,12/25/1971,F,CAYO,BELMOPAN CITY,Other,162
8322,11/26/1973,M,CAYO,BELMOPAN CITY,Other,102
8340,7/9/1979,M,BELIZE,BELIZE CITY,Mestizo,164
8368,2/24/1981,F,BELIZE,BELIZE CITY,Unknown,164
8394,1/27/1979,M,CAYO,BELMOPAN CITY,Caucasian,123
8423,6/13/1978,F,BELIZE,BELIZE CITY,Creole,164
